id,location_id,service_id,organization_id,contact_id,service_at_location_id,number,extension,type,language,description,department
541,8.14793E+14,,7.82303E+14,,,(202) 636-2950,,,,,
542,9.79564E+14,,1.141E+15,,,301.431.4177,,voice,,Employment,
543,"7,686,399,141,644,980,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","10,882,966,242,717,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.09176E+15,,,202.727.2132,,fax,,,
544,9.16631E+14,,1.09794E+15,,,202.467.4949,,fax,,,
545,7.28146E+14,6.71724E+14,8.09193E+14,,,202-333-7273,,voice,,HOTLINE,
546,,"1,135,905,810,909,480,000,000,000,000,000,000,000,000,000,000",8.55094E+14,,,(301) 738-3252,,voice,,,
547,8.14721E+14,"11,078,896,201,483,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.19528E+15,,,(202) 541-6200,,voice,,,
548,,,5.59498E+14,,,(202) 601-9200,,,,,
549,1.2826E+15,7.75821E+14,,,,1-888-884-2327,,voice,,,
550,,8.70219E+14,,,,2024763867,,,,,
551,,1.19522E+15,,,,202-476-2486,,,,,
553,9.99755E+14,,7.61154E+14,,,202-610-5900,,voice,,,
554,1.108E+15,6.53859E+14,,,,(202) 722-2288,,fax,,,
555,7.65116E+14,"10,528,746,130,144,300,000,000,000,000,000",1.1806E+15,,,(202) 289-5690,,voice,,,
556,,8.21537E+14,8.55094E+14,,,240.283.1522,,,,,
557,8.47752E+14,,,,,301-297-4000,,voice,,,
558,,1.13588E+15,1.09313E+15,,,(202) 434-2190,,voice,,AARP Long-Term Care Helpline,
559,,1.30005E+15,,,,(202) 674-3754,,,,,
560,,,,,,202-727-0321,,,,,
561,1.19961E+15,6.62348E+14,1.09313E+15,,,(202) 434-2094,,voice,,AARP Legal Counsel for the Elderly's Self Help Office phone line,
562,7.6373E+14,"71,304,609,533,147,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.16935E+15,,,(202) 678-8060,,voice,,,
563,1.09144E+15,"12,416,418,202,481,300,000,000,000,000,000,000,000,000,000,000",1.141E+15,,,240.491.5763,,voice,,Front Desk,
564,9.94309E+14,,,,,(202) 561-0336,,fax,,,
565,6.91607E+14,9.58582E+14,1.22011E+15,,,(202) 737-6191,,,,,
566,,5.73931E+14,,rec7bpBVIsIsemlm1,,202-448-1458,,,,,
567,"8,561,263,416,197,480,000,000,000,000,000",,,,,301-765-5400,,voice,,,
568,7.91198E+14,6.47808E+14,6.06017E+14,,,(202) 331-1495,,voice,,,
569,"1,262,159,504,249,540,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","12,242,377,847,519,700,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.27923E+15,,,(202) 328-6608,,,,,
570,1.18601E+15,"76,101,822,872,241,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.18608E+15,,,(202) 939-2076,,voice,,,
571,"6,293,483,295,137,570,000,000,000,000,000,000,000,000,000,000","12,593,496,652,376,500,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",8.40733E+14,,,(202) 483-8196,,voice,,,
572,,,7.89345E+14,,,(202) 678-1993,,voice,,,
573,8.75108E+14,,9.64889E+14,,,(202) 234-0792,,fax,,,
574,5.86004E+14,1.27712E+15,1.19126E+15,,,(202) 889-7900,,voice,,,
575,"7,686,399,141,644,980,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","10,882,966,242,717,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.09176E+15,,,(202) 628-1161,,voice,,,
576,1.08371E+15,8.38392E+14,,,,(202) 546-4900,,,,,
577,5.79383E+14,9.60052E+14,6.43566E+14,,,(202) 289-4480,,voice,,,
578,6.65577E+14,,8.86723E+14,,,(202) 730-1700,,,,,
579,1.17534E+15,"8,058,002,588,885,130,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",5.84105E+14,,,240-532-7000,,voice,,,
580,5.74115E+14,1.15778E+15,,,,240-764-8274,,,,,
581,1.20694E+15,,1.13098E+15,,,(202) 296-5363,,,,,
582,1.22368E+15,9.20928E+14,"874,266,502,610,128,000,000,000,000,000",,,(202) 724-5622,,voice,,,
583,,,,,,202.844.4000,,,,,
584,,9.74563E+14,1.01354E+15,,,240-997-0176,,voice,,,
585,"1,090,162,375,763,710,000,000,000,000,000","8,598,971,615,570,470,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.19587E+15,,,202.540.9857,,voice,,Conway Health and Resource Center - Medical,
586,1.31583E+15,"7,504,657,874,342,750,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.28713E+15,,,(202) 678-2341,,voice,,,
587,9.59978E+14,,1.32616E+15,,,202-388-4332,,fax,,,
588,9.31729E+14,,,,,(202) 832-1984,,fax,,,
589,,1.08695E+15,,,,(202) 469-4699,,,,,
590,1.15013E+15,"8,814,033,449,649,720,000,000,000,000,000",9.083E+14,,,(202) 667-8970,,voice,,Jubilee Jobs - NW DC Office,
591,,8.04742E+14,,,,(202) 508-0500,,,,,
592,1.108E+15,6.53859E+14,1.34133E+15,,,(202) 722-2280,,voice,,,
593,,1.17601E+15,,,,301-765-5425,,,,,
594,6.35908E+14,,8.72299E+14,,,(202) 373-0052,,fax,,OIC/DC Headquarters,
595,1.26834E+15,,8.87096E+14,,,(202) 399-1385,,,,,
596,7.94801E+14,,1.19587E+15,,,202.373.0548,,,,,
597,,1.23846E+15,,,,(202) 838-9283,,,,,
598,,7.23134E+14,8.55094E+14,,,301.255.4212,,voice,,,
599,,,5.92261E+14,,,202724-5626,,voice,,Department of Aging and Community Living,
600,,1.14032E+15,1.3232E+15,rec5L2s4leWiTXeRU,,(202) 319-0422,,voice,,,
601,,7.67683E+14,8.40733E+14,,,(202) 269-0487,,voice,,,
602,,1.2672E+15,8.0111E+14,rec96wCokn8i44HsC,,(202) 503-1522,,voice,,,
603,,"784,062,651,801,689,000,000,000,000,000,000,000,000,000,000",8.40733E+14,,,(202) 232-7777,,,,,
604,1.20365E+15,,1.18264E+15,,,(202) 723-3000,,,,,
605,7.64854E+14,,6.82552E+14,,,571.748.2600,,voice,,,
606,9.03708E+14,,7.75875E+14,,,Phone No: (202) 797-8806 Ext: 1041,,,,,
607,9.65471E+14,,1.1806E+15,,,(301) 587-0190,,voice,,,
608,9.46508E+14,"869,725,690,004,657,000,000,000,000,000",9.7056E+14,,,(301) 587-9666,,voice,,,
609,"6,293,483,295,137,570,000,000,000,000,000,000,000,000,000,000","1259349665237657,1189947540122655,969095511875672,1147407982912051,754669198968415,1208776169183354,739078424499970,580520440912412,637113061667348,1249176990484846,918238055415108,615988503257217,1300052909750200,1028365853402776,1035362732313948,586062612640149,727116699390008,924435449967844,966657126572943",,,,844-796-2797,,voice,,Appointment Line,
610,1.22849E+15,8.889E+14,,,,(202) 386-7616,,,,,
611,6.44199E+14,"13,375,704,087,008,500,000,000,000,000,000,000,000,000,000,000",8.72299E+14,,,(202) 373-0330,,voice,,OIC/DC Training Center,
612,5.56993E+14,,,,,(202) 636-4225,,,,,
613,9.16631E+14,1.10256E+15,1.09794E+15,,,202.467.4900,,voice,,,
614,1.19965E+15,8.73611E+14,5.7289E+14,,,(703) 820-7111,,voice,,,
615,,"61,598,850,325,721,700,000,000,000,000,000,000,000,000,000,000",,,,(202) 851-3671,,,,,
616,,,,,,301-608-3504,,,,,
617,,,,,,1256565656,,,,,
618,,,,,,9374686975,,,,,
619,,,,,,9374686976,,,,,
620,,,,,,9374686975,,,,,
621,,,,,,9374686976,,,,,
622,,,,,,93746869751,,,,,
623,,,,,,9.37469E+11,,,,,
624,,,,,,9.37469E+12,,,,,
625,,,,,,9.37469E+11,,,,,
626,,,,,,9.37469E+11,,,,,
627,,,,,,8200594004,,,,,
628,,,,,,9877987,,,,,
629,,,,,,12125551212,,,,,
